player,position,team,teamsignedwith,age,years,contract,salary,guaranteed,guaranteedpct,yearfreeagent
Stephon Gilmore (20122016) ,CB ,BUF ,BUF ,24,4,12084150,3021038,12084150,100,2017
Johnny Hekker (20152020) ,P ,STL ,STL ,25,6,18000000,3000000,9000000,50,2021
Brett Kern (20152019) ,P ,TEN ,TEN ,29,5,15000000,3000000,5000000,33.33,2020
Manny Lawson (20132016) ,OLB ,BUF ,BUF ,31,4,12000000,3000000,4600000,38.33,2017
Clinton McDonald (20142017) ,DT ,TB ,TB ,28,4,12000000,3000000,4750000,39.58,2018
Nick Folk (20142017) ,K ,NYJ ,NYJ ,30,4,12000000,3000000,2100000,17.5,2018
Brandon LaFell (20142016) ,WR ,NE ,NE ,28,3,9000000,3000000,3000000,33.33,2017
Devin Hester (20142016) ,WR ,ATL ,ATL ,32,3,9000000,3000000,3500000,38.89,2017
Ricky Jean Francois (20152017) ,DE ,WAS ,WAS ,28,3,9000000,3000000,4000000,44.44,2018
Chris Baker (20142016) ,DT ,WAS ,WAS ,27,3,9000000,3000000,3950000,43.89,2017
Justin Forsett (20152017) ,RB ,BAL ,BAL ,29,3,9000000,3000000,3000000,33.33,2018
Jonathan Babineaux (20142016) ,DT ,ATL ,ATL ,33,3,9000000,3000000,4000000,44.44,2017
Matt Prater (20152017) ,K ,DET ,DET ,30,3,9000000,3000000,750000,8.33,2018
Dexter McCluster (20142016) ,RB ,TEN ,TEN ,26,3,9000000,3000000,4000000,44.44,2017
Willie Young (20142016) ,DE ,CHI ,CHI ,29,3,9000000,3000000,3950000,43.89,2017
Alex Boone (20142015) ,G ,SF ,SF ,28,2,6000000,3000000, , ,2016
Brian Hartline (20152016) ,WR ,CLE ,CLE ,28,2,6000000,3000000,3000000,50,2017
Cory Redding (20152016) ,DE ,ARI ,ARI ,34,2,6000000,3000000,2000000,33.33,2017
Akeem Ayers (20152016) ,OLB ,STL ,STL ,26,2,6000000,3000000,2750000,45.83,2017
Joe Hawley (20142015) ,C ,ATL ,ATL ,26,2,6000000,3000000,2000000,33.33,2016
Cecil Shorts (20152016) ,WR ,HOU ,HOU ,27,2,6000000,3000000,2500000,41.67,2017
Tyson Alualu (20152016) ,DE ,JAC ,JAC ,28,2,6000000,3000000,4250000,70.83,2017
Matt Hasselbeck (20152015) ,QB ,IND ,IND ,39,1,3000000,3000000,1000000,33.33,2016
Alan Ball (20152015) ,CB ,CHI ,CHI ,30,1,3000000,3000000,1000000,33.33,2016
Rolando McClain (20152015) ,ILB ,DAL ,DAL ,26,1,3000000,3000000,500000,16.67,2016
Adrian Clayborn (20152015) ,DT ,ATL ,ATL ,27,1,3000000,3000000,750000,25,2016
Mason Crosby (20112015) ,K ,GB ,GB ,30,5,14750000,2950000,3000000,20.34,2016
Shareece Wright (20152015) ,CB ,SF ,SF ,28,1,2950000,2950000,1750000,59.32,2016
Danny Shelton (20152018) ,DT ,CLE ,CLE ,21,4,11703667,2925917,11703667,100,2019
Pat McAfee (20142018) ,P ,IND ,IND ,28,5,14500000,2900000,3750000,25.86,2019
Taylor Lewan (20142017) ,LT ,TEN ,TEN ,24,4,11485004,2871251,11485002,100,2018
Ropati Pitoitua (20142016) ,DE ,TEN ,TEN ,30,3,8600000,2866667,3150000,36.63,2017
D.J. Fluker (20132016) ,RT ,SD ,SD ,24,4,11402498,2850625,11402498,100,2017
Steven Hauschka (20142016) ,K ,SEA ,SEA ,30,3,8550000,2850000,3350000,39.18,2017
Erik Pears (20152016) ,RT ,SF ,SF ,33,2,5700000,2850000,1000000,17.54,2017
Andrus Peat (20152018) ,LT ,NO ,NO ,21,4,11393496,2848374,11393496,100,2019
Matt Bryant (20152017) ,K ,ATL ,ATL ,40,3,8500000,2833333,1000000,11.76,2018
Dontari Poe (20122016) ,DT ,KC ,KC ,24,4,11320006,2830002,11320006,100,2017
Kevin Huber (20132017) ,P ,CIN ,CIN ,30,5,14000000,2800000,3200000,22.86,2018
Virgil Green (20152017) ,TE ,DEN ,DEN ,27,3,8400000,2800000,3200000,38.1,2018
Chris Chester (20152015) ,G ,ATL ,ATL ,32,1,2800000,2800000,550000,19.64,2016
Josh Mauga (20152017) ,ILB ,KC ,KC ,28,3,8250000,2750000,2250000,27.27,2018
Danny Woodhead (20152016) ,RB ,SD ,SD ,30,2,5500000,2750000,3000000,54.55,2017
Brice McCain (20152016) ,CB ,MIA ,MIA ,28,2,5500000,2750000,3000000,54.55,2017
Jacoby Jones (20152016) ,WR ,SD ,SD ,31,2,5500000,2750000,1600000,29.09,2017
Letroy Guion (20152015) ,DT ,GB ,GB ,28,1,2750000,2750000, , ,0
Drew Stanton (20132015) ,QB ,ARI ,ARI ,31,3,8200000,2733333,3000000,36.59,2016
Patrick Chung (20152017) ,S ,NE ,NE ,27,3,8200000,2733333,3400000,41.46,2018
DeVante Parker (20152018) ,WR ,MIA ,MIA ,22,4,10876543,2719136,10876543,100,2019
Melvin Gordon (20152018) ,RB ,SD ,SD ,22,4,10669773,2667443,10669773,100,2019
Joe Reitz (20152017) ,G ,IND ,IND ,28,3,8000000,2666667,2750000,34.38,2018
Cullen Jenkins (20132015) ,DE ,NYG ,NYG ,34,3,8000000,2666667,3100000,38.75,2016
Jonathan Casillas (20152017) ,OLB ,NYG ,NYG ,28,3,8000000,2666667,2975000,37.19,2018
Scott Chandler (20152016) ,TE ,NE ,NE ,30,2,5300000,2650000,2000000,37.74,2017
Marcedes Lewis (20152015) ,TE ,JAC ,JAC ,31,1,2650000,2650000,2150000,81.13,2016
Anthony Fasano (20152016) ,TE ,TEN ,TEN ,31,2,5250000,2625000,1125000,21.43,2017
Odell Beckham Jr. (20142017) ,WR ,NYG ,NYG ,22,4,10406198,2601550,10406198,100,2018
Craig Stevens (20142015) ,TE ,TEN ,TEN ,30,2,5200000,2600000,2350000,45.19,2016
Ahtyba Rubin (20152015) ,DT ,SEA ,SEA ,29,1,2600000,2600000,1000000,38.46,2016
Matt Moore (20152015) ,QB ,MIA ,MIA ,30,1,2600000,2600000,1600000,61.54,2016
Fred Jackson (20152015) ,RB ,BUF ,BUF ,34,1,2600000,2600000, , ,2016
D.J. Hayden (20132016) ,CB ,OAK ,OAK ,25,4,10323698,2580925,10323698,100,2017
Fletcher Cox (20122016) ,DE ,PHI ,PHI ,24,4,10241198,2560300,10241198,100,2017
Sean Richardson (20152015) ,S ,GB ,GB ,25,1,2550000,2550000,2350000,92.16,2016
Aaron Donald (20142017) ,DT ,STL ,STL ,24,4,10136500,2534125,10136500,100,2018
Matt Bosher (20152019) ,P ,ATL ,ATL ,27,5,12655000,2531000,6000000,47.41,2020
Sheldon Richardson (20132016) ,DE ,NYJ ,NYJ ,24,4,10054000,2513500,10054000,100,2017
Kevin Johnson (20152018) ,CB ,HOU ,HOU ,22,4,10049413,2512353,10049413,100,2019
Mike Tolbert (20122015) ,FB ,CAR ,CAR ,29,4,10000000,2500000,4200000,42,2016
Rashad Jennings (20142017) ,RB ,NYG ,NYG ,30,4,10000000,2500000,2980000,29.8,2018
Arthur Moats (20152017) ,OLB ,PIT ,PIT ,27,3,7500000,2500000,1900000,25.33,2018
Adam Vinatieri (20142015) ,K ,IND ,IND ,42,2,5000000,2500000,500000,10,2016
Darius Butler (20152016) ,CB ,IND ,IND ,29,2,5000000,2500000,1000000,20,2017
Stefen Wisniewski (20152015) ,C ,JAC ,JAC ,26,1,2500000,2500000,1750000,70,2016
Reggie Bush (20152015) ,RB ,SF ,SF ,30,1,2500000,2500000,1000000,40,2016
Michael Floyd (20122016) ,WR ,ARI ,ARI ,25,4,9971500,2492875,9971500,100,2017
Dan Carpenter (20142017) ,K ,BUF ,BUF ,29,4,9950000,2487500,2150000,21.61,2018
Arik Armstead (20152018) ,DE ,SF ,SF ,21,4,9842630,2460658,9842630,100,2019
Mike Adams (20152016) ,S ,IND ,IND ,34,2,4850000,2425000,1200000,24.74,2017
Kyle Fuller (20142017) ,CB ,CHI ,CHI ,23,4,9687002,2421751,9687002,100,2018
Nate Irving (20152017) ,ILB ,IND ,IND ,27,3,7250000,2416667,1500000,20.69,2018
Steve McLendon (20132015) ,DT ,PIT ,PIT ,29,3,7250000,2416667,1675000,23.1,2016
Star Lotulelei (20132016) ,DT ,CAR ,CAR ,25,4,9604500,2401125,9604500,100,2017
Ryan Succop (20152017) ,K ,TEN ,TEN ,28,3,7200000,2400000,2750000,38.19,2018
Marcus Peters (20152018) ,CB ,KC ,KC ,22,4,9584157,2396039,9584157,100,2019
Michael Brockers (20122016) ,DT ,STL ,STL ,24,4,9522000,2380500,9522000,100,2017
Ryan Shazier (20142017) ,ILB ,PIT ,PIT ,22,4,9507212,2376803,9507212,100,2018
Calvin Pace (20142015) ,OLB ,NYJ ,NYJ ,34,2,4750000,2375000,1000000,21.05,2016
Cameron Erving (20152018) ,C ,CLE ,CLE ,22,4,9429065,2357266,9429065,100,2019
Kenny Vaccaro (20132016) ,S ,NO ,NO ,24,4,9424712,2356178,9424712,100,2017
Justin Tucker (20152015) ,K ,BAL ,BAL ,25,1,2356000,2356000, , ,2016
Tashaun Gipson (20152015) ,S ,CLE ,CLE ,24,1,2356000,2356000, , ,2016
Craig Robertson (20152015) ,ILB ,CLE ,CLE ,27,1,2356000,2356000, , ,2016
Damon Harrison (20152015) ,DT ,NYJ ,NYJ ,26,1,2356000,2356000, , ,2016
Derrick Shelby (20152015) ,DE ,MIA ,MIA ,26,1,2356000,2356000, , ,2016
Jerrell Freeman (20152015) ,ILB ,IND ,IND ,29,1,2356000,2356000, , ,2016
Emmanuel Lamur (20152015) ,OLB ,CIN ,CIN ,26,1,2356000,2356000, , ,2016
Jermaine Kearse (20152015) ,WR ,SEA ,SEA ,25,1,2356000,2356000, , ,2016
Rodney McLeod (20152015) ,S ,STL ,STL ,25,1,2356000,2356000, , ,2016
Rod Streater (20152015) ,WR ,OAK ,OAK ,27,1,2356000,2356000, , ,2016
Cedric Thornton (20152015) ,DE ,PHI ,PHI ,27,1,2356000,2356000, , ,2016
Nelson Agholor (20152018) ,WR ,PHI ,PHI ,22,4,9377374,2344344,8520507,90.86,2019
Bruce Irvin (20122015) ,OLB ,SEA ,SEA ,25,4,9342200,2335550,9342200,100,2016
Kyle Arrington (20152017) ,CB ,BAL ,BAL ,28,3,7000000,2333333,2800000,40,2018
Sergio Brown (20152017) ,S ,JAC ,JAC ,27,3,7000000,2333333,250000,3.57,2018
Anthony Sherman (20152017) ,FB ,KC ,KC ,26,3,7000000,2333333,3395000,48.5,2018
George Johnson (20152017) ,DE ,TB ,TB ,27,3,7000000,2333333,2750000,39.29,2018
Tom Johnson (20152017) ,DE ,MIN ,MIN ,30,3,7000000,2333333,2750000,39.29,2018
Cedric Ogbuehi (20152018) ,LT ,CIN ,CIN ,23,4,9325677,2331419, , ,2019
Chris Canty (20152016) ,DE ,BAL ,BAL ,32,2,4650000,2325000,1530000,32.9,2017
Bud Dupree (20152018) ,OLB ,PIT ,PIT ,22,4,9222282,2305571,8631999,93.6,2019
Jerome Felton (20152018) ,FB ,BUF ,BUF ,29,4,9200000,2300000,3600000,39.13,2019
Miles Austin (20152015) ,WR ,PHI ,PHI ,31,1,2300000,2300000,1000000,43.48,2016
Shane Ray (20152018) ,DE ,DEN ,DEN ,22,4,9118894,2279724,7440410,81.59,2019
Jameel McClain (20142015) ,ILB ,NYG ,NYG ,30,2,4500000,2250000,600000,13.33,2016
Akeem Dent (20152016) ,ILB ,HOU ,HOU ,27,2,4500000,2250000,2000000,44.44,2017
Louis Delmas (20152015) ,S ,MIA ,MIA ,28,1,2250000,2250000, , ,2016
Terence Newman (20152015) ,CB ,MIN ,MIN ,36,1,2250000,2250000,750000,33.33,2016
Christian Ponder (20152015) ,QB ,OAK ,OAK ,27,1,2250000,2250000,1500000,66.67,2016
Todd Herremans (20152015) ,G ,IND ,IND ,32,1,2250000,2250000,1000000,44.44,2016
Zack Martin (20142017) ,G ,DAL ,DAL ,24,4,8967800,2241950,8967800,100,2018
D.J. Humphries (20152018) ,RT ,ARI ,ARI ,21,4,8912112,2228028,7261824,81.48,2019
E.J. Manuel (20132016) ,QB ,BUF ,BUF ,25,4,8885300,2221325,8885300,100,2017
Barry Church (20122016) ,S ,DAL ,DAL ,27,4,8827000,2206750,3327000,37.69,2017
Shaq Thompson (20152018) ,OLB ,CAR ,CAR ,21,4,8808724,2202181,7172534,81.43,2019
Quinton Coples (20122016) ,OLB ,NYJ ,NYJ ,25,4,8802794,2200699,8802794,100,2017
Matt Shaughnessy (20142015) ,DE ,ARI ,ARI ,28,2,4400000,2200000,2200000,50,2016
C.J. Mosley (20142017) ,ILB ,BAL ,BAL ,23,4,8788002,2197001,8788002,100,2018
Jarvis Jones (20132016) ,OLB ,PIT ,PIT ,25,4,8705502,2176376,8705502,100,2017
Breshad Perriman (20152018) ,WR ,BAL ,BAL ,21,4,8705317,2176329,7083227,81.37,2019
C.J. Wilson (20152016) ,DE ,OAK ,OAK ,28,2,4350000,2175000,2050000,47.13,2017
Frostee Rucker (20162016) ,DT ,ARI ,ARI ,31,1,2159375,2159375,500000,23.15,2017
Dre Kirkpatrick (20122016) ,CB ,CIN ,CIN ,25,4,8622796,2155699,7840095,90.92,2017
Byron Jones (20152018) ,CB ,DAL ,DAL ,22,4,8601941,2150485,6993950,81.31,2019
Alan Branch (20152016) ,DT ,NE ,NE ,30,2,4300000,2150000,700000,16.28,2017
Calvin Pryor (20142017) ,S ,NYJ ,NYJ ,23,4,8563253,2140813,8563253,100,2018
Laken Tomlinson (20152018) ,G ,DET ,DET ,23,4,8550244,2137561,6949303,81.28,2019
Nate Solder (20112015) ,LT ,NE ,NE ,27,4,8540492,2135123,8540492,100,2016
Roman Harper (20142015) ,S ,CAR ,CAR ,32,5,10625000,2125000,1500000,14.12,2016
Charlie Whitehurst (20142015) ,QB ,TEN ,TEN ,32,2,4250000,2125000,2000000,47.06,2016
Darian Stewart (20152016) ,S ,DEN ,DEN ,27,2,4250000,2125000,2250000,52.94,2017
Shelley Smith (20152016) ,G ,DEN ,MIA ,28,2,4250000,2125000,1000000,23.53,2107
Jimmy Wilson (20152016) ,S ,SD ,SD ,29,2,4250000,2125000,1250000,29.41,2017
Brandon Myers (20142016) ,TE ,TB ,TB ,29,2,4250000,2125000,2000000,47.06,2017
